<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
07/25/08, 11341.14, 11443.81, 11325.10, 11370.69
07/24/08, 11630.34, 11634.49, 11345.37, 11349.28
07/23/08, 11603.39, 11698.17, 11558.29, 11632.38
07/22/08, 11457.90, 11616.66, 11387.39, 11602.50
07/21/08, 11495.02, 11559.67, 11423.94, 11467.34
07/18/08, 11436.56, 11510.82, 11381.93, 11496.57
07/17/08, 11238.39, 11446.66, 11209.56, 11446.66
07/16/08, 10961.89, 11244.17, 10918.33, 11239.28
07/15/08, 11050.80, 11123.67, 10827.71, 10962.54
07/14/08, 11103.64, 11239.04, 11003.65, 11055.19
07/11/08, 11226.17, 11241.07, 10977.68, 11100.54
07/10/08, 11148.01, 11270.30, 11086.95, 11229.02
07/09/08, 11381.93, 11418.24, 11141.99, 11147.44
07/08/08, 11225.03, 11391.13, 11174.88, 11384.21
07/07/08, 11289.19, 11399.11, 11120.74, 11231.96
07/03/08, 11216.00, 11337.48, 11157.21, 11288.54
07/02/08, 11382.34, 11434.12, 11214.37, 11215.51
07/01/08, 11344.64, 11407.90, 11183.43, 11382.26
06/30/08, 11345.70, 11437.30, 11287.56, 11350.01
06/27/08, 11452.85, 11485.25, 11297.99, 11346.51
06/26/08, 11808.57, 11808.73, 11453.42, 11453.42
06/25/08, 11805.31, 11924.19, 11789.36, 11811.83
06/24/08, 11842.36, 11904.32, 11725.52, 11807.43
06/23/08, 11843.83, 11886.25, 11814.60, 11842.36
06/20/08, 12062.19, 12062.19, 11818.83, 11842.69
06/19/08, 12022.54, 12114.79, 11978.33, 12063.09
06/18/08, 12158.68, 12158.68, 11993.64, 12029.06
06/17/08, 12269.65, 12322.82, 12150.29, 12160.30
06/16/08, 12306.86, 12319.72, 12212.25, 12269.08
06/13/08, 12144.59, 12310.28, 12144.59, 12307.35
06/12/08, 12089.63, 12269.24, 12076.93, 12141.58
06/11/08, 12286.34, 12286.67, 12079.13, 12083.77
06/10/08, 12277.71, 12369.23, 12206.96, 12289.76
06/09/08, 12210.13, 12331.86, 12195.32, 12280.32
06/06/08, 12602.74, 12603.07, 12192.06, 12209.81
06/05/08, 12388.81, 12610.96, 12388.81, 12604.45
06/04/08, 12391.86, 12496.16, 12338.78, 12390.48
06/03/08, 12503.20, 12554.05, 12342.12, 12402.85
06/02/08, 12637.67, 12638.08, 12427.77, 12503.82
05/30/08, 12647.36, 12689.70, 12617.40, 12638.32
05/29/08, 12593.87, 12726.66, 12554.70, 12646.22
05/28/08, 12542.90, 12601.93, 12495.27, 12594.03
05/27/08, 12479.63, 12572.53, 12442.59, 12548.35
05/23/08, 12620.90, 12621.96, 12460.09, 12479.63
05/22/08, 12597.69, 12669.34, 12591.34, 12625.62
05/21/08, 12824.94, 12862.47, 12573.67, 12601.19
05/20/08, 13026.04, 13026.04, 12781.78, 12828.68
05/19/08, 12985.41, 13136.69, 12963.76, 13028.16
05/16/08, 12992.74, 13001.94, 12893.49, 12986.80
05/15/08, 12891.29, 12999.50, 12854.98, 12992.66
05/14/08, 12825.12, 12993.15, 12825.12, 12898.38
05/13/08, 12872.08, 12891.37, 12780.97, 12832.18
05/12/08, 12745.55, 12904.16, 12740.50, 12876.31
05/09/08, 12860.68, 12861.41, 12715.02, 12745.88
05/08/08, 12814.84, 12909.86, 12794.81, 12866.78
05/07/08, 13010.82, 13036.71, 12796.19, 12814.35
05/06/08, 12968.89, 13046.15, 12863.20, 13020.83
05/05/08, 13056.57, 13058.45, 12939.74, 12969.54
05/02/08, 13012.53, 13132.46, 12981.83, 13058.20
05/01/08, 12818.34, 13029.05, 12793.10, 13010.00
04/30/08, 12831.45, 13010.00, 12808.98, 12820.13
04/29/08, 12870.37, 12889.83, 12804.66, 12831.94
04/28/08, 12890.72, 12938.76, 12857.50, 12871.75
04/25/08, 12848.38, 12909.20, 12742.78, 12891.86
04/24/08, 12764.68, 12942.26, 12706.63, 12848.95
04/23/08, 12721.45, 12837.39, 12703.05, 12763.22
04/22/08, 12825.02, 12825.26, 12656.56, 12720.23
04/21/08, 12850.91, 12850.91, 12751.17, 12825.02
04/18/08, 12626.76, 12893.98, 12626.76, 12849.36
04/17/08, 12617.40, 12656.56, 12563.25, 12620.49
04/16/08, 12371.51, 12625.78, 12371.51, 12619.27
04/15/08, 12303.60, 12387.79, 12269.81, 12362.47
04/14/08, 12324.77, 12367.60, 12280.40, 12302.06
04/11/08, 12579.78, 12580.27, 12302.06, 12325.42
04/10/08, 12526.78, 12649.31, 12497.22, 12581.98
04/09/08, 12574.65, 12621.55, 12468.97, 12527.26
04/08/08, 12602.66, 12607.30, 12525.80, 12576.44
04/07/08, 12612.59, 12733.66, 12583.28, 12612.43
04/04/08, 12626.35, 12688.48, 12528.16, 12609.42
04/03/08, 12604.69, 12675.12, 12527.75, 12626.03
04/02/08, 12651.67, 12696.29, 12555.17, 12605.83
04/01/08, 12266.64, 12659.82, 12266.47, 12654.36
03/31/08, 12215.92, 12326.47, 12176.11, 12262.89
03/28/08, 12303.92, 12382.16, 12196.87, 12216.40
03/27/08, 12421.88, 12476.76, 12293.34, 12302.46
03/26/08, 12531.79, 12531.95, 12376.70, 12422.86
03/25/08, 12547.34, 12571.84, 12449.08, 12532.60
03/24/08, 12361.97, 12622.07, 12361.97, 12548.64
03/20/08, 12102.43, 12378.74, 12097.87, 12361.32
03/19/08, 12391.52, 12461.53, 12095.10, 12099.66
03/18/08, 11975.92, 12392.66, 11975.84, 12392.66
03/17/08, 11946.45, 12076.22, 11756.60, 11972.25
03/14/08, 12146.39, 12193.61, 11832.72, 11951.09
03/13/08, 12096.49, 12215.35, 11875.78, 12145.74
03/12/08, 12148.61, 12303.35, 12092.25, 12110.24
03/11/08, 11741.33, 12160.80, 11741.01, 12156.81
03/10/08, 11893.04, 11926.50, 11731.60, 11740.15
03/07/08, 12039.09, 12094.21, 11819.69, 11893.69
03/06/08, 12254.59, 12254.59, 12026.07, 12040.39
03/05/08, 12204.93, 12349.67, 12140.53, 12254.99
03/04/08, 12259.14, 12259.23, 12032.42, 12213.80
03/03/08, 12264.36, 12281.37, 12161.05, 12258.90
02/29/08, 12579.58, 12580.15, 12223.57, 12266.39
02/28/08, 12689.28, 12689.44, 12536.43, 12582.18
02/27/08, 12683.54, 12756.56, 12609.37, 12694.28
02/26/08, 12569.48, 12734.18, 12512.41, 12684.92
02/25/08, 12380.77, 12584.62, 12341.04, 12570.22
02/22/08, 12281.09, 12397.79, 12155.26, 12381.02
02/21/08, 12426.85, 12503.46, 12247.34, 12284.30
02/20/08, 12333.31, 12464.06, 12227.72, 12427.26
02/19/08, 12349.59, 12505.25, 12304.08, 12337.22
02/15/08, 12376.66, 12376.66, 12278.62, 12348.21
02/14/08, 12551.51, 12557.61, 12361.46, 12376.98
02/13/08, 12368.12, 12573.13, 12367.80, 12552.24
02/12/08, 12241.56, 12469.41, 12241.56, 12373.41
02/11/08, 12181.89, 12252.12, 12069.47, 12240.01
02/08/08, 12248.47, 12281.88, 12103.37, 12182.13
02/07/08, 12196.20, 12332.52, 12120.44, 12247.00
02/06/08, 12257.25, 12390.32, 12178.15, 12200.10
02/05/08, 12631.85, 12631.93, 12264.07, 12265.13
02/04/08, 12743.11, 12749.78, 12621.83, 12635.16
02/01/08, 12638.17, 12767.74, 12602.32, 12743.19
01/31/08, 12438.28, 12702.38, 12249.93, 12650.36
01/30/08, 12480.14, 12681.41, 12406.17, 12442.83
01/29/08, 12385.19, 12503.15, 12346.99, 12480.30
01/28/08, 12205.71, 12386.01, 12112.14, 12383.89
01/25/08, 12391.70, 12486.89, 12183.68, 12207.17
01/24/08, 12272.69, 12399.18, 12241.80, 12378.61
01/23/08, 11969.08, 12276.67, 11644.81, 12270.17
01/22/08, 12092.72, 12092.72, 11634.82, 11971.19
01/18/08, 12159.94, 12341.54, 12022.48, 12099.30
01/17/08, 12467.05, 12517.61, 12125.56, 12159.21
01/16/08, 12476.81, 12613.13, 12392.27, 12466.16
01/15/08, 12777.50, 12777.50, 12488.76, 12501.11
01/14/08, 12613.78, 12794.57, 12613.70, 12778.15
01/11/08, 12850.74, 12851.14, 12543.87, 12606.30
01/10/08, 12733.11, 12931.29, 12632.15, 12853.09
01/09/08, 12590.21, 12738.64, 12501.76, 12735.31
01/08/08, 12820.90, 12906.42, 12565.41, 12589.07
01/07/08, 12801.15, 12884.15, 12733.84, 12827.49
01/04/08, 13046.56, 13046.72, 12789.04, 12800.18
01/03/08, 13044.12, 13137.93, 13023.56, 13056.72
01/02/08, 13261.82, 13279.54, 12991.37, 13043.96
12/31/07, 13364.16, 13364.73, 13246.53, 13264.82
12/28/07, 13361.23, 13451.38, 13298.15, 13365.87
12/27/07, 13549.17, 13551.04, 13349.28, 13359.61
12/26/07, 13547.95, 13563.32, 13492.68, 13551.69
12/24/07, 13450.73, 13563.48, 13449.27, 13549.33
12/21/07, 13241.66, 13473.98, 13241.57, 13450.65
12/20/07, 13206.46, 13288.40, 13153.62, 13245.64
12/19/07, 13231.98, 13300.43, 13146.79, 13207.27
12/18/07, 13168.66, 13279.46, 13092.00, 13232.47
12/17/07, 13339.20, 13339.45, 13158.42, 13167.20
12/14/07, 13515.11, 13515.36, 13332.13, 13339.85
12/13/07, 13473.98, 13527.63, 13353.92, 13517.96
12/12/07, 13434.80, 13704.52, 13321.64, 13473.90
12/11/07, 13726.87, 13780.11, 13413.74, 13432.77
12/10/07, 13623.55, 13754.02, 13623.55, 13727.03
12/07/07, 13618.27, 13668.10, 13601.36, 13625.58
12/06/07, 13445.85, 13632.90, 13426.18, 13619.89
12/05/07, 13244.01, 13460.24, 13244.01, 13444.96
12/04/07, 13311.24, 13316.28, 13237.59, 13248.73
12/03/07, 13368.22, 13407.24, 13296.28, 13314.57
11/30/07, 13314.25, 13466.99, 13281.65, 13371.72
11/29/07, 13287.91, 13346.27, 13214.75, 13311.73
11/28/07, 12958.04, 13325.87, 12958.04, 13289.45
11/27/07, 12744.78, 12991.85, 12744.78, 12958.44
11/26/07, 12979.99, 13037.30, 12724.09, 12743.44
11/23/07, 12796.07, 12980.88, 12796.07, 12980.88
11/21/07, 13006.65, 13007.71, 12786.03, 12799.04
11/20/07, 12955.92, 13107.37, 12839.68, 13010.14
11/19/07, 13176.30, 13176.30, 12937.63, 12958.44
11/16/07, 13109.48, 13211.17, 13050.55, 13176.79
11/15/07, 13230.68, 13262.14, 13055.83, 13110.05
11/14/07, 13305.47, 13367.17, 13197.84, 13231.01
11/13/07, 12975.11, 13319.45, 12975.11, 13307.09
11/12/07, 13039.16, 13162.64, 12981.04, 12987.55
11/09/07, 13261.17, 13262.14, 13017.30, 13042.74
11/08/07, 13299.70, 13354.00, 13079.48, 13266.29
11/07/07, 13646.72, 13647.29, 13285.63, 13300.02
11/06/07, 13542.34, 13669.72, 13511.86, 13660.94
11/05/07, 13592.58, 13618.27, 13446.91, 13543.40
11/02/07, 13569.90, 13632.90, 13446.02, 13595.10
11/01/07, 13924.16, 13924.16, 13548.93, 13567.87
10/31/07, 13792.06, 13962.53, 13767.68, 13930.01
10/30/07, 13869.04, 13869.29, 13778.41, 13792.47
10/29/07, 13807.35, 13901.40, 13805.31, 13870.26
10/26/07, 13675.66, 13811.25, 13675.25, 13806.70
10/25/07, 13677.85, 13741.26, 13547.63, 13671.92
10/24/07, 13675.58, 13690.45, 13470.16, 13675.25
10/23/07, 13568.93, 13684.60, 13540.88, 13676.23
10/22/07, 13521.62, 13587.22, 13407.49, 13566.97
10/19/07, 13888.47, 13888.47, 13511.94, 13522.02
10/18/07, 13887.90, 13913.75, 13820.35, 13888.96
10/17/07, 13920.66, 14012.84, 13774.67, 13892.54
10/16/07, 13986.34, 13992.03, 13877.90, 13912.94
10/15/07, 14092.43, 14118.52, 13904.32, 13984.80
10/12/07, 14016.34, 14101.77, 14013.74, 14093.08
10/11/07, 14079.10, 14198.10, 13950.25, 14015.12
10/10/07, 14165.02, 14165.02, 14009.51, 14078.69
10/09/07, 14043.73, 14166.97, 14034.39, 14164.53
10/08/07, 14065.36, 14067.96, 14009.67, 14043.73
10/05/07, 13969.07, 14124.54, 13968.83, 14066.01
10/04/07, 13967.89, 14010.41, 13951.63, 13974.31
10/03/07, 14038.86, 14038.94, 13947.73, 13968.05
10/02/07, 14087.14, 14107.47, 14012.11, 14047.31
10/01/07, 13895.71, 14115.51, 13893.51, 14087.55
09/28/07, 13912.94, 13924.81, 13850.27, 13895.63
09/27/07, 13879.53, 13920.42, 13868.15, 13912.94
09/26/07, 13779.30, 13915.79, 13779.30, 13878.15
09/25/07, 13757.84, 13787.19, 13696.31, 13778.65
09/24/07, 13821.57, 13874.41, 13750.93, 13759.06
09/21/07, 13768.33, 13877.17, 13768.25, 13820.19
09/20/07, 13813.52, 13822.14, 13741.01, 13766.70
09/19/07, 13740.61, 13867.50, 13739.88, 13815.56
09/18/07, 13403.18, 13739.96, 13403.18, 13739.39
09/17/07, 13441.95, 13451.54, 13362.37, 13403.42
09/14/07, 13421.39, 13459.75, 13323.84, 13442.52
09/13/07, 13292.38, 13469.27, 13292.38, 13424.88
09/12/07, 13298.31, 13360.01, 13263.03, 13291.65
09/11/07, 13129.40, 13325.95, 13129.15, 13308.39
09/10/07, 13116.39, 13207.19, 13021.93, 13127.85
09/07/07, 13360.74, 13360.83, 13082.17, 13113.38
09/06/07, 13306.44, 13398.71, 13274.82, 13363.35
09/05/07, 13442.85, 13443.17, 13248.24, 13305.47
09/04/07, 13358.39, 13494.06, 13317.50, 13448.86
08/31/07, 13240.84, 13428.95, 13240.84, 13357.74
08/30/07, 13287.91, 13315.14, 13184.59, 13238.73
08/29/07, 13043.07, 13293.44, 13043.07, 13289.29
08/28/07, 13318.43, 13318.60, 13034.78, 13041.85
08/27/07, 13377.16, 13387.33, 13305.55, 13322.13
08/24/07, 13231.78, 13381.47, 13208.65, 13378.87
08/23/07, 13237.27, 13298.64, 13169.15, 13235.88
08/22/07, 13088.26, 13248.08, 13088.26, 13236.13
08/21/07, 13120.05, 13178.33, 13052.17, 13090.86
08/20/07, 13078.51, 13181.66, 12982.75, 13121.35
08/17/07, 12848.05, 13167.68, 12847.81, 13079.08
08/16/07, 12859.52, 12885.85, 12517.94, 12845.78
08/15/07, 13021.93, 13119.32, 12834.24, 12861.47
08/14/07, 13235.72, 13269.78, 13018.27, 13028.92
08/13/07, 13238.24, 13338.15, 13219.46, 13236.53
08/10/07, 13270.59, 13306.52, 13057.86, 13239.54
08/09/07, 13652.33, 13652.33, 13270.68, 13270.68
08/08/07, 13497.23, 13695.82, 13484.79, 13657.86
08/07/07, 13467.72, 13608.11, 13347.17, 13504.30
08/06/07, 13183.13, 13470.16, 13158.58, 13468.78
08/03/07, 13462.25, 13471.79, 13175.24, 13181.91
08/02/07, 13357.82, 13503.33, 13350.42, 13463.33
08/01/07, 13211.09, 13393.02, 13132.65, 13362.37
07/31/07, 13360.66, 13498.53, 13199.79, 13211.99
07/30/07, 13266.21, 13397.73, 13219.14, 13358.31
07/27/07, 13472.68, 13520.80, 13265.47, 13265.47
07/26/07, 13783.12, 13783.45, 13335.30, 13473.57
07/25/07, 13718.25, 13822.22, 13674.84, 13785.07
07/24/07, 13940.90, 13940.99, 13701.59, 13716.95
07/23/07, 13851.73, 13973.99, 13851.73, 13943.42
07/20/07, 14000.73, 14009.27, 13797.67, 13851.08
07/19/07, 13918.79, 14015.85, 13918.79, 14000.41
07/18/07, 13955.05, 13965.94, 13823.60, 13918.22
07/17/07, 13951.96, 14021.95, 13942.85, 13971.55
07/16/07, 13907.09, 13989.11, 13894.98, 13950.98
07/13/07, 13859.86, 13932.29, 13845.88, 13907.25
07/12/07, 13579.33, 13869.94, 13579.17, 13861.73
07/11/07, 13500.40, 13590.95, 13474.79, 13577.87
07/10/07, 13648.59, 13649.24, 13496.17, 13501.70
07/09/07, 13612.66, 13670.46, 13609.00, 13649.97
07/06/07, 13559.01, 13633.63, 13537.95, 13611.68
07/05/07, 13576.24, 13580.06, 13513.49, 13565.84
07/03/07, 13531.53, 13591.69, 13531.53, 13577.30
07/02/07, 13409.60, 13537.87, 13409.52, 13535.43
06/29/07, 13422.61, 13524.54, 13314.00, 13408.62
06/28/07, 13427.48, 13498.29, 13389.28, 13422.28
06/27/07, 13336.93, 13433.01, 13259.86, 13427.73
06/26/07, 13352.37, 13452.52, 13308.72, 13337.66
06/25/07, 13360.09, 13488.77, 13299.78, 13352.05
06/22/07, 13545.03, 13545.11, 13359.69, 13360.26
06/21/07, 13486.66, 13564.21, 13398.87, 13545.84
06/20/07, 13636.56, 13674.36, 13483.25, 13489.42
06/19/07, 13611.68, 13652.17, 13577.22, 13635.42
06/18/07, 13639.00, 13667.94, 13608.76, 13612.98
06/15/07, 13556.65, 13688.66, 13556.49, 13639.48
06/14/07, 13482.43, 13581.61, 13479.35, 13553.72
06/13/07, 13287.62, 13485.12, 13287.62, 13482.35
06/12/07, 13424.39, 13449.50, 13294.61, 13295.01
06/11/07, 13423.74, 13478.11, 13381.64, 13424.96
06/08/07, 13267.14, 13431.22, 13251.53, 13424.39
06/07/07, 13463.48, 13480.22, 13259.82, 13266.73
06/06/07, 13590.66, 13591.07, 13437.31, 13465.67
06/05/07, 13673.19, 13673.51, 13551.00, 13595.46
06/04/07, 13667.21, 13690.38, 13618.78, 13676.32
06/01/07, 13628.69, 13692.00, 13624.39, 13668.11
05/31/07, 13633.00, 13673.07, 13614.72, 13627.64
05/30/07, 13517.89, 13636.09, 13456.73, 13633.08
05/29/07, 13507.28, 13564.66, 13465.35, 13521.34
05/25/07, 13441.94, 13516.14, 13440.07, 13507.28
05/24/07, 13522.60, 13624.55, 13423.90, 13441.13
05/23/07, 13540.84, 13609.76, 13505.17, 13525.65
05/22/07, 13544.99, 13586.68, 13528.98, 13539.95
05/21/07, 13556.53, 13586.03, 13529.14, 13542.88
05/18/07, 13476.40, 13558.48, 13476.40, 13556.53
05/17/07, 13486.96, 13516.71, 13447.79, 13476.72
05/16/07, 13374.13, 13489.57, 13363.93, 13487.53
05/15/07, 13346.05, 13481.60, 13339.47, 13383.84
05/14/07, 13325.81, 13383.76, 13297.04, 13346.78
05/11/07, 13212.20, 13333.45, 13212.04, 13326.22
05/10/07, 13359.05, 13359.13, 13210.90, 13215.13
05/09/07, 13300.62, 13369.29, 13278.35, 13362.87
05/08/07, 13309.40, 13314.43, 13237.56, 13309.07
05/07/07, 13264.13, 13317.69, 13260.80, 13312.97
05/04/07, 13243.08, 13284.53, 13228.78, 13264.62
05/03/07, 13206.65, 13246.82, 13196.03, 13241.38
05/02/07, 13133.94, 13256.33, 13130.53, 13211.88
05/01/07, 13062.75, 13137.76, 13041.30, 13136.14
04/30/07, 13120.21, 13162.06, 13061.53, 13062.91
04/27/07, 13104.04, 13148.00, 13073.40, 13120.94
04/26/07, 13088.84, 13132.80, 13068.12, 13105.50
04/25/07, 12951.42, 13107.45, 12951.42, 13089.89
04/24/07, 12919.64, 12989.86, 12901.68, 12953.94
04/23/07, 12961.49, 12983.92, 12916.63, 12919.40
04/20/07, 12811.15, 12966.29, 12810.17, 12961.98
04/19/07, 12799.77, 12830.08, 12734.92, 12808.63
04/18/07, 12771.08, 12838.46, 12728.99, 12803.84
04/17/07, 12719.56, 12790.02, 12707.45, 12773.04
04/16/07, 12611.64, 12731.18, 12611.31, 12720.46
04/13/07, 12551.91, 12615.38, 12530.21, 12612.13
04/12/07, 12483.64, 12557.35, 12428.22, 12552.96
04/11/07, 12573.12, 12580.03, 12455.85, 12484.62
04/10/07, 12568.49, 12588.56, 12549.47, 12573.85
04/09/07, 12562.64, 12593.60, 12555.32, 12569.14
04/05/07, 12523.22, 12572.47, 12500.39, 12560.20
04/04/07, 12511.36, 12541.51, 12495.75, 12530.05
04/03/07, 12379.05, 12534.27, 12379.05, 12510.30
04/02/07, 12354.52, 12394.98, 12324.28, 12382.30
03/30/07, 12348.91, 12416.68, 12242.60, 12354.35
03/29/07, 12301.48, 12381.91, 12267.59, 12348.75
03/28/07, 12396.49, 12396.49, 12257.42, 12300.36
03/27/07, 12468.59, 12468.67, 12377.27, 12397.29
03/26/07, 12480.37, 12486.78, 12367.17, 12469.07
03/23/07, 12460.50, 12511.05, 12448.65, 12481.01
03/22/07, 12446.72, 12476.28, 12408.51, 12461.14
03/21/07, 12288.98, 12480.45, 12263.51, 12447.52
03/20/07, 12226.81, 12294.03, 12213.11, 12288.10
03/19/07, 12110.41, 12234.67, 12110.41, 12226.17
03/16/07, 12160.16, 12190.36, 12082.13, 12110.41
03/15/07, 12133.16, 12188.12, 12105.92, 12159.68
03/14/07, 12074.52, 12142.94, 11939.61, 12133.40
03/13/07, 12307.49, 12307.57, 12071.48, 12075.96
03/12/07, 12275.68, 12349.95, 12246.52, 12318.62
03/09/07, 12262.06, 12330.88, 12228.50, 12276.32
03/08/07, 12193.33, 12303.64, 12193.33, 12260.70
03/07/07, 12204.46, 12256.94, 12178.99, 12192.45
03/06/07, 12051.17, 12224.41, 12050.61, 12207.59
03/05/07, 12111.61, 12188.84, 12039.11, 12050.41
03/02/07, 12233.78, 12247.40, 12107.37, 12114.10
03/01/07, 12265.59, 12289.22, 12059.54, 12234.34
02/28/07, 12214.92, 12353.47, 12186.04, 12268.63
02/27/07, 12628.90, 12629.38, 12086.06, 12216.24
02/26/07, 12647.88, 12697.23, 12608.47, 12632.26
02/23/07, 12679.89, 12682.13, 12628.02, 12647.48
02/22/07, 12735.77, 12763.73, 12650.61, 12686.02
02/21/07, 12782.87, 12782.87, 12707.17, 12738.41
02/20/07, 12766.85, 12795.93, 12704.68, 12786.64
02/16/07, 12764.13, 12769.17, 12744.02, 12767.57
02/15/07, 12741.70, 12779.03, 12728.72, 12765.01
02/14/07, 12651.29, 12759.40, 12651.21, 12741.86
02/13/07, 12549.19, 12658.22, 12549.19, 12654.85
02/12/07, 12580.11, 12607.51, 12536.21, 12552.55
02/09/07, 12638.03, 12675.68, 12545.10, 12580.83
02/08/07, 12665.67, 12665.83, 12575.86, 12637.63
02/07/07, 12656.86, 12700.28, 12630.50, 12666.87
02/06/07, 12661.66, 12680.57, 12633.94, 12666.31
02/05/07, 12653.41, 12681.21, 12629.86, 12661.74
02/02/07, 12673.84, 12683.93, 12638.35, 12653.49
02/01/07, 12617.20, 12682.57, 12616.08, 12673.68
01/31/07, 12520.03, 12657.02, 12505.20, 12621.69
01/30/07, 12492.23, 12538.45, 12459.46, 12523.31
01/29/07, 12487.10, 12542.70, 12481.49, 12490.78
01/26/07, 12503.28, 12539.09, 12431.34, 12487.02
01/25/07, 12621.77, 12622.65, 12487.34, 12502.56
01/24/07, 12534.37, 12623.45, 12531.08, 12621.77
01/23/07, 12477.81, 12554.23, 12468.35, 12533.80
01/22/07, 12566.33, 12572.58, 12450.89, 12477.16
01/19/07, 12567.93, 12586.84, 12523.55, 12565.53
01/18/07, 12575.06, 12611.91, 12547.34, 12567.93
01/17/07, 12571.46, 12614.00, 12550.55, 12577.15
01/16/07, 12555.84, 12585.08, 12538.93, 12582.59
01/12/07, 12514.66, 12561.04, 12489.66, 12556.08
01/11/07, 12442.96, 12544.46, 12442.96, 12514.98
01/10/07, 12417.00, 12451.61, 12355.63, 12442.16
01/09/07, 12424.77, 12466.43, 12369.17, 12416.60
01/08/07, 12392.01, 12445.92, 12337.37, 12423.49
01/05/07, 12480.05, 12480.13, 12365.41, 12398.01
01/04/07, 12473.16, 12510.41, 12403.86, 12480.69
01/03/07, 12459.54, 12580.35, 12404.82, 12474.52
01/01/07, 13264.82, 13264.82, 13264.82, 13264.82
12/29/06, 12500.48, 12526.03, 12451.13, 12463.15
12/28/06, 12510.57, 12529.88, 12478.13, 12501.52
12/27/06, 12408.43, 12519.22, 12407.79, 12510.57
12/26/06, 12341.94, 12418.20, 12337.05, 12407.63
12/22/06, 12413.08, 12420.21, 12341.70, 12343.22
12/21/06, 12461.62, 12483.73, 12396.01, 12421.25
12/20/06, 12471.32, 12498.47, 12456.58, 12463.87
12/19/06, 12439.51, 12491.91, 12397.61, 12471.32
12/18/06, 12446.24, 12490.70, 12428.94, 12441.27
12/15/06, 12417.96, 12486.30, 12417.88, 12445.52
12/14/06, 12317.50, 12431.26, 12307.01, 12416.76
12/13/06, 12312.71, 12368.61, 12301.56, 12317.50
12/12/06, 12328.24, 12333.92, 12252.05, 12315.58
12/11/06, 12306.21, 12354.59, 12297.63, 12328.48
12/08/06, 12278.41, 12332.88, 12243.08, 12307.49
12/07/06, 12310.13, 12360.76, 12264.47, 12278.41
12/06/06, 12328.72, 12335.45, 12294.83, 12309.25
12/05/06, 12283.69, 12335.37, 12276.08, 12331.60
12/04/06, 12195.57, 12309.97, 12195.57, 12283.85
12/01/06, 12220.97, 12248.04, 12089.98, 12194.13
11/30/06, 12226.73, 12275.12, 12162.48, 12221.93
11/29/06, 12134.40, 12240.67, 12134.40, 12226.73
11/28/06, 12118.94, 12149.19, 12072.60, 12136.45
11/27/06, 12279.13, 12279.53, 12110.81, 12121.71
11/24/06, 12321.71, 12324.11, 12258.86, 12280.17
11/22/06, 12321.91, 12361.00, 12302.76, 12326.95
11/21/06, 12312.13, 12339.85, 12296.03, 12321.59
11/20/06, 12340.71, 12355.23, 12302.52, 12316.54
11/17/06, 12304.62, 12342.56, 12277.40, 12342.56
11/16/06, 12250.05, 12325.91, 12250.05, 12305.82
11/15/06, 12214.37, 12291.73, 12205.76, 12251.71
11/14/06, 12132.44, 12228.01, 12084.97, 12218.01
11/13/06, 12097.70, 12164.70, 12084.81, 12131.88
11/10/06, 12102.74, 12127.08, 12074.01, 12108.43
11/09/06, 12174.70, 12187.03, 12090.10, 12103.30
11/08/06, 12147.38, 12193.75, 12102.90, 12176.54
11/07/06, 12104.75, 12196.32, 12101.06, 12156.77
11/06/06, 11985.16, 12117.71, 11984.76, 12105.55
11/03/06, 12018.30, 12061.52, 11965.31, 11986.04
11/02/06, 12023.98, 12032.55, 11979.00, 12018.54
11/01/06, 12080.25, 12123.96, 12007.17, 12031.02
10/31/06, 12086.18, 12113.39, 12025.34, 12080.73
10/30/06, 12089.14, 12117.23, 12049.92, 12086.50
10/27/06, 12164.78, 12164.86, 12073.53, 12090.26
10/26/06, 12134.84, 12167.02, 12096.10, 12163.66
10/25/06, 12127.24, 12147.97, 12081.77, 12134.68
10/24/06, 12116.51, 12133.80, 12079.05, 12127.88
10/23/06, 12001.33, 12125.16, 11971.79, 12116.91
10/20/06, 12013.01, 12048.87, 11941.94, 12002.37
10/19/06, 11988.92, 12027.74, 11966.91, 12011.73
10/18/06, 11947.62, 12049.51, 11947.62, 11992.68
10/17/06, 11977.40, 11979.08, 11887.19, 11950.02
10/16/06, 11961.31, 11997.25, 11945.54, 11980.60
10/13/06, 11947.22, 11960.51, 11908.80, 11960.51
10/12/06, 11854.13, 11959.63, 11854.05, 11947.70
10/11/06, 11865.49, 11875.98, 11794.17, 11852.13
10/10/06, 11857.73, 11877.90, 11829.71, 11867.17
10/09/06, 11849.56, 11872.94, 11813.22, 11857.81
10/06/06, 11865.49, 11865.57, 11800.50, 11850.21
10/05/06, 11844.38, 11870.06, 11821.23, 11866.69
10/04/06, 11722.94, 11851.25, 11707.49, 11850.61
10/03/06, 11670.11, 11758.95, 11653.06, 11727.34
10/02/06, 11678.99, 11726.94, 11658.66, 11670.35
09/29/06, 11718.05, 11741.99, 11677.79, 11679.07
09/28/06, 11689.40, 11728.46, 11660.42, 11718.45
09/27/06, 11670.19, 11720.77, 11659.62, 11689.24
09/26/06, 11575.73, 11670.27, 11567.65, 11669.39
09/25/06, 11509.30, 11616.48, 11486.00, 11575.81
09/22/06, 11532.91, 11533.07, 11474.56, 11508.10
09/21/06, 11611.67, 11630.56, 11501.77, 11533.23
