<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,1,20160211,122700,79.4300000,79.5000000,79.4140000,79.5000000,1752000
USD000000TOD,1,20160211,122800,79.4830000,79.5130000,79.4820000,79.5050000,825000
USD000000TOD,1,20160211,122900,79.5000000,79.5260000,79.4560000,79.4560000,825000
USD000000TOD,1,20160211,123000,79.4880000,79.5300000,79.4700000,79.4980000,12395000
USD000000TOD,1,20160211,123100,79.5060000,79.5300000,79.4650000,79.4770000,4870000
USD000000TOD,1,20160211,123200,79.4700000,79.4720000,79.4210000,79.4440000,5336000
USD000000TOD,1,20160211,123300,79.4670000,79.4690000,79.3600000,79.3800000,13105000
USD000000TOD,1,20160211,123400,79.3840000,79.4390000,79.3600000,79.4380000,10465000
USD000000TOD,1,20160211,123500,79.4000000,79.4180000,79.3520000,79.3730000,1190000
USD000000TOD,1,20160211,123600,79.3510000,79.4160000,79.3500000,79.3870000,2606000
USD000000TOD,1,20160211,123700,79.3600000,79.3690000,79.3000000,79.3610000,6038000
USD000000TOD,1,20160211,123800,79.3760000,79.3820000,79.3010000,79.3010000,1913000
USD000000TOD,1,20160211,123900,79.3280000,79.3410000,79.3040000,79.3100000,2426000
USD000000TOD,1,20160211,124000,79.3280000,79.3980000,79.3140000,79.3980000,6611000
USD000000TOD,1,20160211,124100,79.3990000,79.4180000,79.3790000,79.3950000,8768000
USD000000TOD,1,20160211,124200,79.4110000,79.4110000,79.3510000,79.3510000,4672000
USD000000TOD,1,20160211,124300,79.3660000,79.4000000,79.3660000,79.3920000,3553000
USD000000TOD,1,20160211,124400,79.3790000,79.4220000,79.3720000,79.4040000,1282000
USD000000TOD,1,20160211,124500,79.4270000,79.4300000,79.4060000,79.4120000,1046000
USD000000TOD,1,20160211,124600,79.4210000,79.4210000,79.3660000,79.3870000,649000
USD000000TOD,1,20160211,124700,79.3870000,79.4010000,79.3100000,79.3260000,17941000
USD000000TOD,1,20160211,124800,79.3450000,79.3570000,79.3150000,79.3440000,1701000
USD000000TOD,1,20160211,124900,79.3240000,79.3980000,79.3100000,79.3970000,7282000
USD000000TOD,1,20160211,125000,79.3900000,79.4000000,79.3700000,79.3710000,978000
USD000000TOD,1,20160211,125100,79.3960000,79.4060000,79.3660000,79.3660000,2430000
USD000000TOD,1,20160211,125200,79.3760000,79.3760000,79.3100000,79.3240000,3010000
USD000000TOD,1,20160211,125300,79.3200000,79.3450000,79.3000000,79.3100000,3273000
USD000000TOD,1,20160211,125400,79.3170000,79.3220000,79.2660000,79.2750000,4810000
USD000000TOD,1,20160211,125500,79.2750000,79.2890000,79.2340000,79.2350000,4953000
USD000000TOD,1,20160211,125600,79.2300000,79.3330000,79.2210000,79.3200000,3686000
USD000000TOD,1,20160211,125700,79.3330000,79.3390000,79.2860000,79.3000000,850000
USD000000TOD,1,20160211,125800,79.3300000,79.3450000,79.3050000,79.3090000,1239000
USD000000TOD,1,20160211,125900,79.3010000,79.3110000,79.2930000,79.3110000,209000
USD000000TOD,1,20160211,130000,79.3110000,79.3570000,79.3020000,79.3570000,1708000
USD000000TOD,1,20160211,130100,79.3500000,79.3680000,79.3300000,79.3600000,4442000
USD000000TOD,1,20160211,130200,79.3680000,79.3680000,79.3340000,79.3390000,1130000
USD000000TOD,1,20160211,130300,79.3200000,79.3800000,79.3180000,79.3240000,2048000
USD000000TOD,1,20160211,130400,79.3380000,79.3600000,79.3210000,79.3430000,2765000
USD000000TOD,1,20160211,130500,79.3690000,79.4230000,79.3690000,79.4230000,4331000
USD000000TOD,1,20160211,130600,79.4300000,79.4390000,79.3980000,79.4050000,7166000
USD000000TOD,1,20160211,130700,79.4090000,79.4270000,79.3980000,79.3980000,1372000
USD000000TOD,1,20160211,130800,79.4100000,79.4370000,79.3750000,79.3860000,5891000
USD000000TOD,1,20160211,130900,79.3890000,79.4290000,79.3660000,79.4280000,2136000
USD000000TOD,1,20160211,131000,79.4290000,79.4500000,79.4040000,79.4370000,10130000
USD000000TOD,1,20160211,131100,79.4200000,79.4260000,79.3890000,79.4260000,2491000
USD000000TOD,1,20160211,131200,79.4140000,79.4500000,79.4120000,79.4290000,1629000
USD000000TOD,1,20160211,131300,79.4400000,79.4550000,79.4210000,79.4550000,1193000
USD000000TOD,1,20160211,131400,79.4400000,79.4400000,79.4120000,79.4290000,998000
USD000000TOD,1,20160211,131500,79.4400000,79.4500000,79.4200000,79.4300000,1577000
USD000000TOD,1,20160211,131600,79.4270000,79.4560000,79.4220000,79.4270000,3923000
USD000000TOD,1,20160211,131700,79.4320000,79.4340000,79.4020000,79.4020000,676000
USD000000TOD,1,20160211,131800,79.4020000,79.4590000,79.4000000,79.4580000,2139000
USD000000TOD,1,20160211,131900,79.4490000,79.4700000,79.4450000,79.4500000,2954000
USD000000TOD,1,20160211,132000,79.4600000,79.4600000,79.3950000,79.3950000,3785000
USD000000TOD,1,20160211,132100,79.4120000,79.4210000,79.4010000,79.4200000,142000
USD000000TOD,1,20160211,132200,79.4110000,79.4300000,79.3930000,79.4010000,3738000
USD000000TOD,1,20160211,132300,79.4000000,79.4100000,79.3640000,79.4100000,3370000
USD000000TOD,1,20160211,132400,79.4000000,79.4500000,79.4000000,79.4500000,2734000
USD000000TOD,1,20160211,132500,79.4480000,79.4590000,79.4200000,79.4410000,3487000
USD000000TOD,1,20160211,132600,79.4280000,79.4450000,79.4060000,79.4200000,506000
USD000000TOD,1,20160211,132700,79.4290000,79.4740000,79.4290000,79.4700000,1748000
USD000000TOD,1,20160211,132800,79.4550000,79.4650000,79.4050000,79.4060000,518000
USD000000TOD,1,20160211,132900,79.4010000,79.4110000,79.3890000,79.3890000,1206000
USD000000TOD,1,20160211,133000,79.3840000,79.3860000,79.3810000,79.3810000,335000
USD000000TOD,1,20160211,133100,79.3800000,79.4260000,79.3730000,79.4230000,2750000
USD000000TOD,1,20160211,133200,79.4250000,79.4250000,79.3630000,79.3790000,2232000
USD000000TOD,1,20160211,133300,79.3900000,79.4090000,79.3580000,79.3580000,3209000
USD000000TOD,1,20160211,133400,79.3900000,79.4180000,79.3900000,79.4180000,550000
USD000000TOD,1,20160211,133500,79.4050000,79.4050000,79.4000000,79.4000000,1002000
USD000000TOD,1,20160211,133600,79.3900000,79.3900000,79.3760000,79.3900000,130000
USD000000TOD,1,20160211,133700,79.3760000,79.3900000,79.3510000,79.3510000,1065000
USD000000TOD,1,20160211,133800,79.3770000,79.3770000,79.3000000,79.3270000,6630000
USD000000TOD,1,20160211,133900,79.3200000,79.3590000,79.3090000,79.3480000,797000
USD000000TOD,1,20160211,134000,79.3400000,79.3900000,79.3400000,79.3580000,455000
USD000000TOD,1,20160211,134100,79.3540000,79.3550000,79.3490000,79.3550000,302000
USD000000TOD,1,20160211,134200,79.3700000,79.3890000,79.3500000,79.3590000,1660000
USD000000TOD,1,20160211,134300,79.3620000,79.4080000,79.3620000,79.4070000,1957000
USD000000TOD,1,20160211,134400,79.4080000,79.4080000,79.3810000,79.3970000,1478000
USD000000TOD,1,20160211,134500,79.3990000,79.4030000,79.3820000,79.4000000,646000
USD000000TOD,1,20160211,134600,79.4120000,79.4120000,79.3900000,79.4040000,248000
USD000000TOD,1,20160211,134700,79.4010000,79.4210000,79.3500000,79.3500000,2053000
USD000000TOD,1,20160211,134800,79.3500000,79.3760000,79.3430000,79.3750000,849000
USD000000TOD,1,20160211,134900,79.3800000,79.3890000,79.3670000,79.3890000,544000
USD000000TOD,1,20160211,135000,79.3740000,79.3840000,79.3730000,79.3840000,288000
USD000000TOD,1,20160211,135100,79.3740000,79.3940000,79.3700000,79.3700000,2029000
USD000000TOD,1,20160211,135200,79.3700000,79.3700000,79.3550000,79.3590000,4746000
USD000000TOD,1,20160211,135300,79.3670000,79.3700000,79.3590000,79.3700000,518000
USD000000TOD,1,20160211,135400,79.3600000,79.3650000,79.3500000,79.3500000,1197000
USD000000TOD,1,20160211,135500,79.3520000,79.3760000,79.3300000,79.3300000,3494000
USD000000TOD,1,20160211,135600,79.3240000,79.3430000,79.3100000,79.3200000,375000
USD000000TOD,1,20160211,135700,79.3100000,79.3100000,79.2800000,79.2800000,2924000
USD000000TOD,1,20160211,135800,79.2770000,79.3060000,79.2750000,79.3060000,5723000
USD000000TOD,1,20160211,135900,79.3090000,79.3240000,79.3060000,79.3110000,640000
USD000000TOD,1,20160211,140000,79.3360000,79.3590000,79.3100000,79.3100000,4017000
USD000000TOD,1,20160211,140100,79.3310000,79.3310000,79.3060000,79.3120000,813000
USD000000TOD,1,20160211,140200,79.3380000,79.3430000,79.3010000,79.3430000,12510000
USD000000TOD,1,20160211,140300,79.3300000,79.3700000,79.3060000,79.3700000,1545000
USD000000TOD,1,20160211,140400,79.3610000,79.3900000,79.3610000,79.3690000,332000
USD000000TOD,1,20160211,140500,79.3730000,79.4000000,79.3730000,79.4000000,1228000
USD000000TOD,1,20160211,140600,79.4080000,79.4140000,79.3890000,79.3960000,622000
USD000000TOD,1,20160211,140700,79.4160000,79.4340000,79.4100000,79.4220000,3205000
USD000000TOD,1,20160211,140800,79.4320000,79.4800000,79.4320000,79.4800000,2984000
USD000000TOD,1,20160211,140900,79.4900000,79.5250000,79.4690000,79.5100000,6574000
USD000000TOD,1,20160211,141000,79.5040000,79.5500000,79.4670000,79.5060000,7997000
USD000000TOD,1,20160211,141100,79.5200000,79.5250000,79.4440000,79.4780000,2481000
USD000000TOD,1,20160211,141200,79.5020000,79.5050000,79.4700000,79.4820000,2919000
USD000000TOD,1,20160211,141300,79.4710000,79.5350000,79.4700000,79.5350000,6162000
USD000000TOD,1,20160211,141400,79.5340000,79.6120000,79.5340000,79.6000000,11267000
USD000000TOD,1,20160211,141500,79.5900000,79.6400000,79.5830000,79.5830000,10210000
USD000000TOD,1,20160211,141600,79.5820000,79.6110000,79.5500000,79.5500000,3073000
USD000000TOD,1,20160211,141700,79.5410000,79.5790000,79.5410000,79.5490000,1545000
USD000000TOD,1,20160211,141800,79.5460000,79.5700000,79.5260000,79.5260000,878000
USD000000TOD,1,20160211,141900,79.5310000,79.5310000,79.4300000,79.4300000,3300000
USD000000TOD,1,20160211,142000,79.4300000,79.4800000,79.4120000,79.4700000,2108000
USD000000TOD,1,20160211,142100,79.4700000,79.5000000,79.4620000,79.4720000,2390000
USD000000TOD,1,20160211,142200,79.4810000,79.4810000,79.4050000,79.4090000,4021000
USD000000TOD,1,20160211,142300,79.4410000,79.4410000,79.3700000,79.3700000,4119000
USD000000TOD,1,20160211,142400,79.3600000,79.3860000,79.3110000,79.3730000,6654000
USD000000TOD,1,20160211,142500,79.3540000,79.4110000,79.3540000,79.3910000,2376000
USD000000TOD,1,20160211,142600,79.3910000,79.4410000,79.3800000,79.4400000,9173000
USD000000TOD,1,20160211,142700,79.4420000,79.4820000,79.4340000,79.4340000,1982000
USD000000TOD,1,20160211,142800,79.4560000,79.4560000,79.3700000,79.3840000,2583000
USD000000TOD,1,20160211,142900,79.3950000,79.4300000,79.3860000,79.4090000,2109000
USD000000TOD,1,20160211,143000,79.4300000,79.5000000,79.4110000,79.4890000,4943000
USD000000TOD,1,20160211,143100,79.4520000,79.4800000,79.4360000,79.4600000,1146000
USD000000TOD,1,20160211,143200,79.4990000,79.5100000,79.4900000,79.5100000,401000
USD000000TOD,1,20160211,143300,79.5100000,79.5190000,79.4920000,79.4920000,308000
USD000000TOD,1,20160211,143400,79.4710000,79.4780000,79.4400000,79.4520000,363000
USD000000TOD,1,20160211,143500,79.4760000,79.4800000,79.4500000,79.4500000,1736000
USD000000TOD,1,20160211,143600,79.4510000,79.4600000,79.4510000,79.4600000,8000
USD000000TOD,1,20160211,143700,79.4810000,79.5300000,79.4760000,79.5300000,3085000
USD000000TOD,1,20160211,143800,79.5130000,79.5490000,79.5060000,79.5120000,2941000
USD000000TOD,1,20160211,143900,79.5010000,79.5240000,79.4050000,79.4290000,2393000
USD000000TOD,1,20160211,144000,79.4120000,79.4120000,79.3400000,79.3500000,3746000
USD000000TOD,1,20160211,144100,79.3730000,79.4420000,79.3730000,79.3840000,7786000
USD000000TOD,1,20160211,144200,79.3800000,79.4500000,79.3690000,79.4500000,2672000
USD000000TOD,1,20160211,144300,79.4270000,79.5200000,79.4200000,79.4860000,3809000
USD000000TOD,1,20160211,144400,79.4820000,79.4900000,79.4180000,79.4180000,946000
USD000000TOD,1,20160211,144500,79.4100000,79.4100000,79.3700000,79.3950000,2178000
USD000000TOD,1,20160211,144600,79.3770000,79.3930000,79.3500000,79.3870000,2594000
USD000000TOD,1,20160211,144700,79.3800000,79.3960000,79.3530000,79.3770000,2525000
USD000000TOD,1,20160211,144800,79.3910000,79.4060000,79.3800000,79.3920000,3566000
USD000000TOD,1,20160211,144900,79.3980000,79.3980000,79.3660000,79.3800000,7645000
USD000000TOD,1,20160211,145000,79.3800000,79.4440000,79.3800000,79.4240000,10803000
USD000000TOD,1,20160211,145100,79.4280000,79.4500000,79.4260000,79.4310000,742000
USD000000TOD,1,20160211,145200,79.4500000,79.4650000,79.4200000,79.4420000,1727000
USD000000TOD,1,20160211,145300,79.4350000,79.4500000,79.4320000,79.4500000,1508000
USD000000TOD,1,20160211,145400,79.4370000,79.4700000,79.4300000,79.4300000,752000
USD000000TOD,1,20160211,145500,79.4200000,79.4520000,79.4120000,79.4410000,113000
USD000000TOD,1,20160211,145600,79.4500000,79.4940000,79.4500000,79.4690000,570000
USD000000TOD,1,20160211,145700,79.4690000,79.4690000,79.4400000,79.4400000,455000
USD000000TOD,1,20160211,145800,79.4500000,79.4680000,79.4310000,79.4680000,138000
USD000000TOD,1,20160211,145900,79.4550000,79.4700000,79.4340000,79.4700000,4009000
USD000000TOD,1,20160211,150000,79.4870000,79.5180000,79.4670000,79.4820000,2213000
USD000000TOD,1,20160211,150100,79.4850000,79.5670000,79.4850000,79.5200000,6784000
USD000000TOD,1,20160211,150200,79.5390000,79.5980000,79.5250000,79.5500000,3975000
USD000000TOD,1,20160211,150300,79.5680000,79.5770000,79.5150000,79.5440000,7074000
USD000000TOD,1,20160211,150400,79.5200000,79.5930000,79.5200000,79.5760000,3969000
USD000000TOD,1,20160211,150500,79.5960000,79.6110000,79.5660000,79.5900000,2091000
USD000000TOD,1,20160211,150600,79.5610000,79.6500000,79.5500000,79.5550000,15501000
USD000000TOD,1,20160211,150700,79.5500000,79.6240000,79.5500000,79.6200000,7169000
USD000000TOD,1,20160211,150800,79.6320000,79.6800000,79.6310000,79.6360000,14452000
USD000000TOD,1,20160211,150900,79.6590000,79.7000000,79.6180000,79.6670000,4679000
USD000000TOD,1,20160211,151000,79.6660000,79.7490000,79.6450000,79.7490000,10441000
USD000000TOD,1,20160211,151100,79.7410000,79.7900000,79.7140000,79.7400000,12490000
USD000000TOD,1,20160211,151200,79.7270000,79.7510000,79.7120000,79.7480000,3644000
USD000000TOD,1,20160211,151300,79.7700000,79.8400000,79.7490000,79.8400000,9304000
USD000000TOD,1,20160211,151400,79.8310000,79.8790000,79.8140000,79.8590000,21662000
USD000000TOD,1,20160211,151500,79.8590000,79.8790000,79.7380000,79.8010000,5953000
USD000000TOD,1,20160211,151600,79.8020000,79.8480000,79.7850000,79.8000000,3119000
USD000000TOD,1,20160211,151700,79.7940000,79.8200000,79.7500000,79.7840000,1034000
USD000000TOD,1,20160211,151800,79.7840000,79.7840000,79.7030000,79.7560000,4093000
USD000000TOD,1,20160211,151900,79.7480000,79.8310000,79.7480000,79.8170000,2461000
USD000000TOD,1,20160211,152000,79.8130000,79.8300000,79.7830000,79.7840000,2630000
USD000000TOD,1,20160211,152100,79.7780000,79.8040000,79.7490000,79.7490000,2047000
USD000000TOD,1,20160211,152200,79.7330000,79.8170000,79.5000000,79.5680000,15225000
USD000000TOD,1,20160211,152300,79.5660000,79.6850000,79.5470000,79.6810000,6291000
USD000000TOD,1,20160211,152400,79.6980000,79.7000000,79.6230000,79.6630000,4548000
USD000000TOD,1,20160211,152500,79.6620000,79.7700000,79.6200000,79.7130000,15663000
USD000000TOD,1,20160211,152600,79.7110000,79.7110000,79.6250000,79.6350000,8499000
