id,date,CORE,CSV_COMMON,CSV_MYT,JSON_SAPPHIRE
10053,TICKET_ID_WAITING_4KOGAN,1.434,,,
10054,TICKET_ID_WAITING_4KOGAN,1.434,,,
10055,TICKET_ID_WAITING_4KOGAN,1.434,,,
10056,TICKET_ID_WAITING_4KOGAN,1.434,,,
10057,TICKET_ID_WAITING_4KOGAN,1.434,,,
10058,TICKET_ID_WAITING_4KOGAN,1.434,,,
10059,TICKET_ID_WAITING_4KOGAN,1.434,,,
10060,TICKET_ID_WAITING_4KOGAN,1.434,,,
10061,TICKET_ID_WAITING_4KOGAN,1.434,,,
10062,TICKET_ID_WAITING_4KOGAN,1.433,,,
10063,TICKET_ID_WAITING_4KOGAN,1.433,,,
10064,TICKET_ID_WAITING_4KOGAN,1.433,,,
10065,TICKET_ID_WAITING_4KOGAN,1.433,,,
10066,TICKET_ID_WAITING_4KOGAN,1.433,,,
10067,TICKET_ID_WAITING_4KOGAN,1.433,,,
10068,TICKET_ID_WAITING_4KOGAN,1.433,,,
10069,TICKET_ID_WAITING_4KOGAN,1.433,,,
10070,TICKET_ID_WAITING_4KOGAN,1.433,,,
10071,TICKET_ID_WAITING_4KOGAN,1.433,,,
10072,TICKET_ID_WAITING_4KOGAN,1.433,,,
10073,TICKET_ID_WAITING_4KOGAN,1.433,,,
10074,TICKET_ID_WAITING_4KOGAN,1.433,,,
10075,TICKET_ID_WAITING_4KOGAN,1.433,,,
10076,TICKET_ID_WAITING_4KOGAN,1.433,,,
10077,TICKET_ID_WAITING_4KOGAN,1.432,,,
10078,TICKET_ID_WAITING_4KOGAN,1.432,,,
10079,TICKET_ID_WAITING_4KOGAN,1.432,,,
10080,TICKET_ID_WAITING_4KOGAN,1.432,,,
10081,TICKET_ID_WAITING_4KOGAN,1.432,,,
10082,TICKET_ID_WAITING_4KOGAN,1.432,,,
10083,TICKET_ID_WAITING_4KOGAN,1.432,,,
10084,TICKET_ID_WAITING_4KOGAN,1.432,,,
10085,TICKET_ID_WAITING_4KOGAN,1.432,,,
10086,TICKET_ID_WAITING_4KOGAN,1.432,,,
10087,TICKET_ID_WAITING_4KOGAN,1.432,,,
10088,TICKET_ID_WAITING_4KOGAN,1.432,,,
10089,TICKET_ID_WAITING_4KOGAN,1.432,,,
10090,TICKET_ID_WAITING_4KOGAN,1.432,,,
10091,TICKET_ID_WAITING_4KOGAN,1.432,,,
10092,TICKET_ID_WAITING_4KOGAN,1.431,,,
10093,TICKET_ID_WAITING_4KOGAN,1.431,,,
10094,TICKET_ID_WAITING_4KOGAN,1.431,,,
10095,TICKET_ID_WAITING_4KOGAN,1.431,,,
10096,TICKET_ID_WAITING_4KOGAN,1.431,,,
10097,TICKET_ID_WAITING_4KOGAN,1.431,,,
10098,TICKET_ID_WAITING_4KOGAN,1.431,,,
10099,TICKET_ID_WAITING_4KOGAN,1.431,,,
10100,TICKET_ID_WAITING_4KOGAN,1.431,,,
10101,TICKET_ID_WAITING_4KOGAN,1.431,,,
10102,TICKET_ID_WAITING_4KOGAN,1.431,,,
10103,TICKET_ID_WAITING_4KOGAN,1.431,,,
10104,TICKET_ID_WAITING_4KOGAN,1.431,,,
10105,TICKET_ID_WAITING_4KOGAN,1.431,,,
10106,TICKET_ID_WAITING_4KOGAN,1.431,,,
10107,TICKET_ID_WAITING_4KOGAN,1.431,,,
10108,TICKET_ID_WAITING_4KOGAN,1.43,,,
10109,TICKET_ID_WAITING_4KOGAN,1.43,,,
10110,TICKET_ID_WAITING_4KOGAN,1.43,,,
10111,TICKET_ID_WAITING_4KOGAN,1.429,,,
10112,TICKET_ID_WAITING_4KOGAN,1.429,,,
10113,TICKET_ID_WAITING_4KOGAN,1.429,,,
10114,TICKET_ID_WAITING_4KOGAN,1.429,,,
10115,TICKET_ID_WAITING_4KOGAN,1.428,,,
10116,TICKET_ID_WAITING_4KOGAN,1.428,,,
10117,TICKET_ID_WAITING_4KOGAN,1.428,,,
10118,TICKET_ID_WAITING_4KOGAN,1.428,,,
10119,TICKET_ID_WAITING_4KOGAN,1.428,,,
10120,TICKET_ID_WAITING_4KOGAN,1.427,,,
10121,TICKET_ID_WAITING_4KOGAN,1.427,,,
10122,TICKET_ID_WAITING_4KOGAN,1.427,,,
10123,TICKET_ID_WAITING_4KOGAN,1.427,,,
10124,TICKET_ID_WAITING_4KOGAN,1.426,,,
10125,TICKET_ID_WAITING_4KOGAN,1.426,,,
10126,TICKET_ID_WAITING_4KOGAN,1.426,,,
10127,TICKET_ID_WAITING_4KOGAN,1.426,,,
10128,TICKET_ID_WAITING_4KOGAN,1.425,,,
10129,TICKET_ID_WAITING_4KOGAN,1.425,,,
10130,TICKET_ID_WAITING_4KOGAN,1.425,,,
10131,TICKET_ID_WAITING_4KOGAN,1.425,,,
10132,TICKET_ID_WAITING_4KOGAN,1.424,,,
10133,TICKET_ID_WAITING_4KOGAN,1.424,,,
10134,TICKET_ID_WAITING_4KOGAN,1.423,,,
10135,TICKET_ID_WAITING_4KOGAN,1.423,,,
10136,TICKET_ID_WAITING_4KOGAN,1.423,,,
10137,TICKET_ID_WAITING_4KOGAN,1.423,,,
10138,TICKET_ID_WAITING_4KOGAN,1.422,,,
10139,TICKET_ID_WAITING_4KOGAN,1.42,,,
10140,TICKET_ID_WAITING_4KOGAN,1.419,,,
10141,TICKET_ID_WAITING_4KOGAN,1.418,,,
10142,TICKET_ID_WAITING_4KOGAN,1.416,,,
10143,TICKET_ID_WAITING_4KOGAN,1.415,,,
10144,TICKET_ID_WAITING_4KOGAN,1.411,,,
10145,TICKET_ID_WAITING_4KOGAN,1.41,,,
10146,TICKET_ID_WAITING_4KOGAN,1.409,,,
10147,TICKET_ID_WAITING_4KOGAN,1.405,,,
10148,TICKET_ID_WAITING_4KOGAN,1.404,,,
10149,TICKET_ID_WAITING_4KOGAN,1.403,,,
10150,TICKET_ID_WAITING_4KOGAN,1.4,,,
10151,TICKET_ID_WAITING_4KOGAN,1.399,,,
10152,TICKET_ID_WAITING_4KOGAN,1.398,,,
10153,TICKET_ID_WAITING_4KOGAN,1.396,,,
10154,TICKET_ID_WAITING_4KOGAN,1.394,,,
10155,TICKET_ID_WAITING_4KOGAN,1.392,,,
10156,TICKET_ID_WAITING_4KOGAN,1.391,,,
10157,TICKET_ID_WAITING_4KOGAN,1.39,,,
10158,TICKET_ID_WAITING_4KOGAN,1.388,,,
10159,TICKET_ID_WAITING_4KOGAN,1.386,,,
10160,TICKET_ID_WAITING_4KOGAN,1.385,,,
10161,TICKET_ID_WAITING_4KOGAN,1.383,,,
10162,TICKET_ID_WAITING_4KOGAN,1.381,,,
10163,TICKET_ID_WAITING_4KOGAN,1.38,,,
10164,TICKET_ID_WAITING_4KOGAN,1.378,,,
10165,TICKET_ID_WAITING_4KOGAN,1.377,,,
10166,TICKET_ID_WAITING_4KOGAN,1.375,,,
10167,TICKET_ID_WAITING_4KOGAN,1.374,,,
10168,TICKET_ID_WAITING_4KOGAN,1.371,,,
10169,TICKET_ID_WAITING_4KOGAN,1.37,,,
10170,TICKET_ID_WAITING_4KOGAN,1.369,,,
10171,TICKET_ID_WAITING_4KOGAN,1.367,,,
10172,TICKET_ID_WAITING_4KOGAN,1.366,,,
10173,TICKET_ID_WAITING_4KOGAN,1.364,,,
10174,TICKET_ID_WAITING_4KOGAN,1.363,,,
10175,TICKET_ID_WAITING_4KOGAN,1.361,,,
10176,TICKET_ID_WAITING_4KOGAN,1.359,,,
10177,TICKET_ID_WAITING_4KOGAN,1.358,,,
10178,TICKET_ID_WAITING_4KOGAN,1.357,,,
10179,TICKET_ID_WAITING_4KOGAN,1.355,,,
10180,TICKET_ID_WAITING_4KOGAN,1.352,,,
10181,TICKET_ID_WAITING_4KOGAN,1.351,,,
10182,TICKET_ID_WAITING_4KOGAN,1.349,,,
10183,TICKET_ID_WAITING_4KOGAN,1.348,,,
10184,TICKET_ID_WAITING_4KOGAN,1.346,,,
10185,TICKET_ID_WAITING_4KOGAN,1.345,,,
10186,TICKET_ID_WAITING_4KOGAN,1.342,,,
10187,TICKET_ID_WAITING_4KOGAN,1.341,,,
10188,TICKET_ID_WAITING_4KOGAN,1.34,,,
10189,TICKET_ID_WAITING_4KOGAN,1.338,,,
10190,TICKET_ID_WAITING_4KOGAN,1.337,,,
10191,TICKET_ID_WAITING_4KOGAN,1.335,,,
10192,TICKET_ID_WAITING_4KOGAN,1.332,,,
10193,TICKET_ID_WAITING_4KOGAN,1.331,,,
10194,TICKET_ID_WAITING_4KOGAN,1.33,,,
10195,TICKET_ID_WAITING_4KOGAN,1.328,,,
10196,TICKET_ID_WAITING_4KOGAN,1.326,,,
10197,TICKET_ID_WAITING_4KOGAN,1.324,,,
10198,TICKET_ID_WAITING_4KOGAN,1.322,,,
10199,TICKET_ID_WAITING_4KOGAN,1.321,,,
10200,TICKET_ID_WAITING_4KOGAN,1.32,,,
10201,TICKET_ID_WAITING_4KOGAN,1.318,,,
10202,TICKET_ID_WAITING_4KOGAN,1.316,,,
10203,TICKET_ID_WAITING_4KOGAN,1.315,,,
10204,TICKET_ID_WAITING_4KOGAN,1.312,,,
10205,TICKET_ID_WAITING_4KOGAN,1.311,,,
10206,TICKET_ID_WAITING_4KOGAN,1.31,,,
10207,TICKET_ID_WAITING_4KOGAN,1.308,,,
10208,TICKET_ID_WAITING_4KOGAN,1.307,,,
10209,TICKET_ID_WAITING_4KOGAN,1.305,,,
10210,TICKET_ID_WAITING_4KOGAN,1.302,,,
10211,TICKET_ID_WAITING_4KOGAN,1.301,,,
10212,TICKET_ID_WAITING_4KOGAN,1.299,,,
10213,TICKET_ID_WAITING_4KOGAN,1.298,,,
10214,TICKET_ID_WAITING_4KOGAN,1.296,,,
10215,TICKET_ID_WAITING_4KOGAN,1.295,,,
10216,TICKET_ID_WAITING_4KOGAN,1.293,,,
10217,TICKET_ID_WAITING_4KOGAN,1.291,,,
10218,TICKET_ID_WAITING_4KOGAN,1.29,,,
10219,TICKET_ID_WAITING_4KOGAN,1.288,,,
10220,TICKET_ID_WAITING_4KOGAN,1.286,,,
10221,TICKET_ID_WAITING_4KOGAN,1.284,,,
10222,TICKET_ID_WAITING_4KOGAN,1.282,,,
10223,TICKET_ID_WAITING_4KOGAN,1.281,,,
10224,TICKET_ID_WAITING_4KOGAN,1.28,,,
10225,TICKET_ID_WAITING_4KOGAN,1.278,,,
10226,TICKET_ID_WAITING_4KOGAN,1.276,,,
10227,TICKET_ID_WAITING_4KOGAN,1.275,,,
10228,TICKET_ID_WAITING_4KOGAN,1.273,,,
10229,TICKET_ID_WAITING_4KOGAN,1.271,,,
10230,TICKET_ID_WAITING_4KOGAN,1.27,,,
10231,TICKET_ID_WAITING_4KOGAN,1.269,,,
10232,TICKET_ID_WAITING_4KOGAN,1.267,,,
10233,TICKET_ID_WAITING_4KOGAN,1.266,,,
10234,TICKET_ID_WAITING_4KOGAN,1.263,,,
10235,TICKET_ID_WAITING_4KOGAN,1.261,,,
10236,TICKET_ID_WAITING_4KOGAN,1.26,,,
10237,TICKET_ID_WAITING_4KOGAN,1.258,,,
10238,TICKET_ID_WAITING_4KOGAN,1.256,,,
10239,TICKET_ID_WAITING_4KOGAN,1.255,,,
10240,TICKET_ID_WAITING_4KOGAN,1.252,,,
10241,TICKET_ID_WAITING_4KOGAN,1.251,,,
10242,TICKET_ID_WAITING_4KOGAN,1.25,,,
10243,TICKET_ID_WAITING_4KOGAN,1.248,,,
10244,TICKET_ID_WAITING_4KOGAN,1.247,,,
10245,TICKET_ID_WAITING_4KOGAN,1.245,,,
10246,TICKET_ID_WAITING_4KOGAN,1.243,,,
10247,TICKET_ID_WAITING_4KOGAN,1.241,,,
10248,TICKET_ID_WAITING_4KOGAN,1.24,,,
10249,TICKET_ID_WAITING_4KOGAN,1.238,,,
10250,TICKET_ID_WAITING_4KOGAN,1.237,,,
10251,TICKET_ID_WAITING_4KOGAN,1.235,,,
10252,TICKET_ID_WAITING_4KOGAN,1.233,,,
10253,TICKET_ID_WAITING_4KOGAN,1.231,,,
10254,TICKET_ID_WAITING_4KOGAN,1.229,,,
10255,TICKET_ID_WAITING_4KOGAN,1.228,,,
10256,TICKET_ID_WAITING_4KOGAN,1.226,,,
10257,TICKET_ID_WAITING_4KOGAN,1.225,,,
10258,TICKET_ID_WAITING_4KOGAN,1.223,,,
10259,TICKET_ID_WAITING_4KOGAN,1.221,,,
10260,TICKET_ID_WAITING_4KOGAN,1.219,,,
10261,TICKET_ID_WAITING_4KOGAN,1.218,,,
10262,TICKET_ID_WAITING_4KOGAN,1.216,,,
10263,TICKET_ID_WAITING_4KOGAN,1.215,,,
10264,TICKET_ID_WAITING_4KOGAN,1.213,,,
10265,TICKET_ID_WAITING_4KOGAN,1.211,,,
10266,TICKET_ID_WAITING_4KOGAN,1.21,,,
10267,TICKET_ID_WAITING_4KOGAN,1.209,,,
10268,TICKET_ID_WAITING_4KOGAN,1.207,,,
10269,TICKET_ID_WAITING_4KOGAN,1.206,,,
10270,TICKET_ID_WAITING_4KOGAN,1.203,,,
10271,TICKET_ID_WAITING_4KOGAN,1.202,,,
10272,TICKET_ID_WAITING_4KOGAN,1.2,,,
10273,TICKET_ID_WAITING_4KOGAN,1.199,,,
10274,TICKET_ID_WAITING_4KOGAN,1.197,,,
10275,TICKET_ID_WAITING_4KOGAN,1.196,,,
10276,TICKET_ID_WAITING_4KOGAN,1.193,,,
10277,TICKET_ID_WAITING_4KOGAN,1.192,,,
10278,TICKET_ID_WAITING_4KOGAN,1.19,,,
10279,TICKET_ID_WAITING_4KOGAN,1.189,,,
10280,TICKET_ID_WAITING_4KOGAN,1.187,,,
10281,TICKET_ID_WAITING_4KOGAN,1.186,,,
10282,TICKET_ID_WAITING_4KOGAN,1.183,,,
10283,TICKET_ID_WAITING_4KOGAN,1.182,,,
10284,TICKET_ID_WAITING_4KOGAN,1.181,,,
10285,TICKET_ID_WAITING_4KOGAN,1.179,,,
10286,TICKET_ID_WAITING_4KOGAN,1.178,,,
10287,TICKET_ID_WAITING_4KOGAN,1.176,,,
10288,TICKET_ID_WAITING_4KOGAN,1.173,,,
10289,TICKET_ID_WAITING_4KOGAN,1.172,,,
10290,TICKET_ID_WAITING_4KOGAN,1.17,,,
10291,TICKET_ID_WAITING_4KOGAN,1.169,,,
10292,TICKET_ID_WAITING_4KOGAN,1.168,,,
10293,TICKET_ID_WAITING_4KOGAN,1.166,,,
10294,TICKET_ID_WAITING_4KOGAN,1.163,,,
10295,TICKET_ID_WAITING_4KOGAN,1.162,,,
10296,TICKET_ID_WAITING_4KOGAN,1.161,,,
10297,TICKET_ID_WAITING_4KOGAN,1.159,,,
10298,TICKET_ID_WAITING_4KOGAN,1.158,,,
10299,TICKET_ID_WAITING_4KOGAN,1.156,,,
10300,TICKET_ID_WAITING_4KOGAN,1.153,,,
10301,TICKET_ID_WAITING_4KOGAN,1.152,,,
10302,TICKET_ID_WAITING_4KOGAN,1.151,,,
10303,TICKET_ID_WAITING_4KOGAN,1.149,,,
10304,TICKET_ID_WAITING_4KOGAN,1.148,,,
10305,TICKET_ID_WAITING_4KOGAN,1.148,,,
10306,TICKET_ID_WAITING_4KOGAN,1.144,,,
10307,TICKET_ID_WAITING_4KOGAN,1.143,,,
10308,TICKET_ID_WAITING_4KOGAN,1.142,,,
10309,TICKET_ID_WAITING_4KOGAN,1.14,,,
10310,TICKET_ID_WAITING_4KOGAN,1.139,,,
10311,TICKET_ID_WAITING_4KOGAN,1.138,,,
10312,TICKET_ID_WAITING_4KOGAN,1.134,,,
10313,TICKET_ID_WAITING_4KOGAN,1.133,,,
10314,TICKET_ID_WAITING_4KOGAN,1.132,,,
10315,TICKET_ID_WAITING_4KOGAN,1.13,,,
10316,TICKET_ID_WAITING_4KOGAN,1.129,,,
10317,TICKET_ID_WAITING_4KOGAN,1.127,,,
10318,TICKET_ID_WAITING_4KOGAN,1.124,,,
10319,TICKET_ID_WAITING_4KOGAN,1.123,,,
10320,TICKET_ID_WAITING_4KOGAN,1.121,,,
10321,TICKET_ID_WAITING_4KOGAN,1.12,,,
10322,TICKET_ID_WAITING_4KOGAN,1.118,,,
10323,TICKET_ID_WAITING_4KOGAN,1.117,,,
10324,TICKET_ID_WAITING_4KOGAN,1.114,,,
10325,TICKET_ID_WAITING_4KOGAN,1.113,,,
10326,TICKET_ID_WAITING_4KOGAN,1.111,,,
10327,TICKET_ID_WAITING_4KOGAN,1.11,,,
10328,TICKET_ID_WAITING_4KOGAN,1.109,,,
10329,TICKET_ID_WAITING_4KOGAN,1.107,,,
10330,TICKET_ID_WAITING_4KOGAN,1.104,,,
10331,TICKET_ID_WAITING_4KOGAN,1.103,,,
10332,TICKET_ID_WAITING_4KOGAN,1.102,,,
10333,TICKET_ID_WAITING_4KOGAN,1.1,,,
10334,TICKET_ID_WAITING_4KOGAN,1.099,,,
10335,TICKET_ID_WAITING_4KOGAN,1.097,,,
10336,TICKET_ID_WAITING_4KOGAN,1.094,,,
10337,TICKET_ID_WAITING_4KOGAN,1.093,,,
10338,TICKET_ID_WAITING_4KOGAN,1.091,,,
10339,TICKET_ID_WAITING_4KOGAN,1.09,,,
10340,TICKET_ID_WAITING_4KOGAN,1.089,,,
10341,TICKET_ID_WAITING_4KOGAN,1.087,,,
10342,TICKET_ID_WAITING_4KOGAN,1.084,,,
10343,TICKET_ID_WAITING_4KOGAN,1.083,,,
10344,TICKET_ID_WAITING_4KOGAN,1.082,,,
10345,TICKET_ID_WAITING_4KOGAN,1.08,,,
10346,TICKET_ID_WAITING_4KOGAN,1.079,,,
10347,TICKET_ID_WAITING_4KOGAN,1.078,,,
10348,TICKET_ID_WAITING_4KOGAN,1.074,,,
10349,TICKET_ID_WAITING_4KOGAN,1.073,,,
10350,TICKET_ID_WAITING_4KOGAN,1.072,,,
10351,TICKET_ID_WAITING_4KOGAN,1.07,,,
10352,TICKET_ID_WAITING_4KOGAN,1.069,,,
10353,TICKET_ID_WAITING_4KOGAN,1.068,,,
10354,TICKET_ID_WAITING_4KOGAN,1.064,,,
10355,TICKET_ID_WAITING_4KOGAN,1.063,,,
10356,TICKET_ID_WAITING_4KOGAN,1.062,,,
10357,TICKET_ID_WAITING_4KOGAN,1.06,,,
10358,TICKET_ID_WAITING_4KOGAN,1.059,,,
10359,TICKET_ID_WAITING_4KOGAN,1.058,,,
10360,TICKET_ID_WAITING_4KOGAN,1.054,,,
10361,TICKET_ID_WAITING_4KOGAN,1.053,,,
10362,TICKET_ID_WAITING_4KOGAN,1.051,,,
10363,TICKET_ID_WAITING_4KOGAN,1.05,,,
10364,TICKET_ID_WAITING_4KOGAN,1.048,,,
10365,TICKET_ID_WAITING_4KOGAN,1.047,,,
10366,TICKET_ID_WAITING_4KOGAN,1.044,,,
10367,TICKET_ID_WAITING_4KOGAN,1.043,,,
10368,TICKET_ID_WAITING_4KOGAN,1.042,,,
10369,TICKET_ID_WAITING_4KOGAN,1.04,,,
10370,TICKET_ID_WAITING_4KOGAN,1.039,,,
10371,TICKET_ID_WAITING_4KOGAN,1.038,,,
10372,TICKET_ID_WAITING_4KOGAN,1.034,,,
10373,TICKET_ID_WAITING_4KOGAN,1.033,,,
10374,TICKET_ID_WAITING_4KOGAN,1.031,,,
10375,TICKET_ID_WAITING_4KOGAN,1.03,,,
10376,TICKET_ID_WAITING_4KOGAN,1.029,,,
10377,TICKET_ID_WAITING_4KOGAN,1.027,,,
10378,TICKET_ID_WAITING_4KOGAN,1.024,,,
10379,TICKET_ID_WAITING_4KOGAN,1.023,,,
10380,TICKET_ID_WAITING_4KOGAN,1.022,,,
10381,TICKET_ID_WAITING_4KOGAN,1.02,,,
10382,TICKET_ID_WAITING_4KOGAN,1.019,,,
10383,TICKET_ID_WAITING_4KOGAN,1.018,,,
10384,TICKET_ID_WAITING_4KOGAN,1.014,,,
10385,TICKET_ID_WAITING_4KOGAN,1.013,,,
10386,TICKET_ID_WAITING_4KOGAN,1.012,,,
10387,TICKET_ID_WAITING_4KOGAN,1.01,,,
10388,TICKET_ID_WAITING_4KOGAN,1.009,,,
10389,TICKET_ID_WAITING_4KOGAN,1.008,,,
10390,TICKET_ID_WAITING_4KOGAN,1.004,,,
10391,TICKET_ID_WAITING_4KOGAN,1.003,,,
10392,TICKET_ID_WAITING_4KOGAN,1.002,,,
10393,TICKET_ID_WAITING_4KOGAN,1.0,,,
10394,TICKET_ID_WAITING_4KOGAN,0.999,,,
10395,TICKET_ID_WAITING_4KOGAN,0.998,,,
10396,TICKET_ID_WAITING_4KOGAN,0.994,,,
10397,TICKET_ID_WAITING_4KOGAN,0.993,,,
10398,TICKET_ID_WAITING_4KOGAN,0.992,,,
10399,TICKET_ID_WAITING_4KOGAN,0.99,,,
10400,TICKET_ID_WAITING_4KOGAN,0.989,,,
10401,TICKET_ID_WAITING_4KOGAN,0.988,,,
10402,TICKET_ID_WAITING_4KOGAN,0.984,,,
10403,TICKET_ID_WAITING_4KOGAN,0.983,,,
10404,TICKET_ID_WAITING_4KOGAN,0.982,,,
10405,TICKET_ID_WAITING_4KOGAN,0.98,,,
10406,TICKET_ID_WAITING_4KOGAN,0.979,,,
10407,TICKET_ID_WAITING_4KOGAN,0.978,,,
10408,TICKET_ID_WAITING_4KOGAN,0.974,,,
10409,TICKET_ID_WAITING_4KOGAN,0.973,,,
10410,TICKET_ID_WAITING_4KOGAN,0.972,,,
10411,TICKET_ID_WAITING_4KOGAN,0.97,,,
10412,TICKET_ID_WAITING_4KOGAN,0.969,,,
10413,TICKET_ID_WAITING_4KOGAN,0.968,,,
10414,TICKET_ID_WAITING_4KOGAN,0.964,,,
10415,TICKET_ID_WAITING_4KOGAN,0.963,,,
10416,TICKET_ID_WAITING_4KOGAN,0.961,,,
10417,TICKET_ID_WAITING_4KOGAN,0.96,,,
10418,TICKET_ID_WAITING_4KOGAN,0.959,,,
10419,TICKET_ID_WAITING_4KOGAN,0.957,,,
10420,TICKET_ID_WAITING_4KOGAN,0.954,,,
10421,TICKET_ID_WAITING_4KOGAN,0.953,,,
10422,TICKET_ID_WAITING_4KOGAN,0.952,,,
10423,TICKET_ID_WAITING_4KOGAN,0.951,,,
10424,TICKET_ID_WAITING_4KOGAN,0.95,,,
10425,TICKET_ID_WAITING_4KOGAN,0.949,,,
10426,TICKET_ID_WAITING_4KOGAN,0.945,,,
10427,TICKET_ID_WAITING_4KOGAN,0.944,,,
10428,TICKET_ID_WAITING_4KOGAN,0.942,,,
10429,TICKET_ID_WAITING_4KOGAN,0.941,,,
10430,TICKET_ID_WAITING_4KOGAN,0.94,,,
10431,TICKET_ID_WAITING_4KOGAN,0.938,,,
10432,TICKET_ID_WAITING_4KOGAN,0.935,,,
10433,TICKET_ID_WAITING_4KOGAN,0.934,,,
10434,TICKET_ID_WAITING_4KOGAN,0.932,,,
10435,TICKET_ID_WAITING_4KOGAN,0.931,,,
10436,TICKET_ID_WAITING_4KOGAN,0.93,,,
10437,TICKET_ID_WAITING_4KOGAN,0.929,,,
10438,TICKET_ID_WAITING_4KOGAN,0.925,,,
10439,TICKET_ID_WAITING_4KOGAN,0.924,,,
10440,TICKET_ID_WAITING_4KOGAN,0.923,,,
10441,TICKET_ID_WAITING_4KOGAN,0.921,,,
10442,TICKET_ID_WAITING_4KOGAN,0.92,,,
10443,TICKET_ID_WAITING_4KOGAN,0.919,,,
10444,TICKET_ID_WAITING_4KOGAN,0.915,,,
10445,TICKET_ID_WAITING_4KOGAN,0.914,,,
10446,TICKET_ID_WAITING_4KOGAN,0.913,,,
10447,TICKET_ID_WAITING_4KOGAN,0.911,,,
10448,TICKET_ID_WAITING_4KOGAN,0.91,,,
10449,TICKET_ID_WAITING_4KOGAN,0.908,,,
10450,TICKET_ID_WAITING_4KOGAN,0.905,,,
10451,TICKET_ID_WAITING_4KOGAN,0.904,,,
10452,TICKET_ID_WAITING_4KOGAN,0.903,,,
10453,TICKET_ID_WAITING_4KOGAN,0.901,,,
10454,TICKET_ID_WAITING_4KOGAN,0.9,,,
10455,TICKET_ID_WAITING_4KOGAN,0.899,,,
10456,TICKET_ID_WAITING_4KOGAN,0.895,,,
10457,TICKET_ID_WAITING_4KOGAN,0.894,,,
10458,TICKET_ID_WAITING_4KOGAN,0.893,,,
10459,TICKET_ID_WAITING_4KOGAN,0.891,,,
10460,TICKET_ID_WAITING_4KOGAN,0.89,,,
10461,TICKET_ID_WAITING_4KOGAN,0.888,,,
10462,TICKET_ID_WAITING_4KOGAN,0.885,,,
10463,TICKET_ID_WAITING_4KOGAN,0.884,,,
10464,TICKET_ID_WAITING_4KOGAN,0.883,,,
10465,TICKET_ID_WAITING_4KOGAN,0.881,,,
10466,TICKET_ID_WAITING_4KOGAN,0.88,,,
10467,TICKET_ID_WAITING_4KOGAN,0.879,,,
10468,TICKET_ID_WAITING_4KOGAN,0.875,,,
10469,TICKET_ID_WAITING_4KOGAN,0.874,,,
10470,TICKET_ID_WAITING_4KOGAN,0.872,,,
10471,TICKET_ID_WAITING_4KOGAN,0.871,,,
10472,TICKET_ID_WAITING_4KOGAN,0.87,,,
10473,TICKET_ID_WAITING_4KOGAN,0.868,,,
10474,TICKET_ID_WAITING_4KOGAN,0.865,,,
10475,TICKET_ID_WAITING_4KOGAN,0.864,,,
10476,TICKET_ID_WAITING_4KOGAN,0.863,,,
10477,TICKET_ID_WAITING_4KOGAN,0.861,,,
10478,TICKET_ID_WAITING_4KOGAN,0.86,,,
10479,TICKET_ID_WAITING_4KOGAN,0.858,,,
10480,TICKET_ID_WAITING_4KOGAN,0.855,,,
10481,TICKET_ID_WAITING_4KOGAN,0.854,,,
10482,TICKET_ID_WAITING_4KOGAN,0.852,,,
10483,TICKET_ID_WAITING_4KOGAN,0.851,,,
10484,TICKET_ID_WAITING_4KOGAN,0.85,,,
10485,TICKET_ID_WAITING_4KOGAN,0.848,,,
10486,TICKET_ID_WAITING_4KOGAN,0.845,,,
10487,TICKET_ID_WAITING_4KOGAN,0.844,,,
10488,TICKET_ID_WAITING_4KOGAN,0.843,,,
10489,TICKET_ID_WAITING_4KOGAN,0.841,,,
10490,TICKET_ID_WAITING_4KOGAN,0.84,,,
10491,TICKET_ID_WAITING_4KOGAN,0.839,,,
10492,TICKET_ID_WAITING_4KOGAN,0.835,,,
10493,TICKET_ID_WAITING_4KOGAN,0.834,,,
10494,TICKET_ID_WAITING_4KOGAN,0.833,,,
10495,TICKET_ID_WAITING_4KOGAN,0.831,,,
10496,TICKET_ID_WAITING_4KOGAN,0.83,,,
10497,TICKET_ID_WAITING_4KOGAN,0.829,,,
10498,TICKET_ID_WAITING_4KOGAN,0.825,,,
10499,TICKET_ID_WAITING_4KOGAN,0.824,,,
10500,TICKET_ID_WAITING_4KOGAN,0.823,,,
10501,TICKET_ID_WAITING_4KOGAN,0.821,,,
10502,TICKET_ID_WAITING_4KOGAN,0.82,,,
10503,TICKET_ID_WAITING_4KOGAN,0.819,,,
10504,TICKET_ID_WAITING_4KOGAN,0.815,,,
10505,TICKET_ID_WAITING_4KOGAN,0.814,,,
10506,TICKET_ID_WAITING_4KOGAN,0.813,,,
10507,TICKET_ID_WAITING_4KOGAN,0.811,,,
10508,TICKET_ID_WAITING_4KOGAN,0.81,,,
10509,TICKET_ID_WAITING_4KOGAN,0.809,,,
10510,TICKET_ID_WAITING_4KOGAN,0.805,,,
10511,TICKET_ID_WAITING_4KOGAN,0.804,,,
10512,TICKET_ID_WAITING_4KOGAN,0.802,,,
10513,TICKET_ID_WAITING_4KOGAN,0.801,,,
10514,TICKET_ID_WAITING_4KOGAN,0.8,,,
10515,TICKET_ID_WAITING_4KOGAN,0.798,,,
10516,TICKET_ID_WAITING_4KOGAN,0.795,,,
10517,TICKET_ID_WAITING_4KOGAN,0.794,,,
